time(d),H296,H082,H080,H341,Cs2145,Cs2976,Cs2980,Cs3090,Cs3091,Cs3102
8.208 ,968.755 ,19.287 ,-26.020 ,2340.988 ,-36.217 ,264.190 ,-67.814 ,86.618 ,-18.370 ,-71.026 
8.250 ,973.654 ,19.412 ,-26.234 ,2352.949 ,-36.792 ,265.077 ,-68.514 ,86.756 ,-17.749 ,-71.482 
8.292 ,978.569 ,19.507 ,-26.373 ,2364.855 ,-36.724 ,266.526 ,-68.430 ,86.813 ,-18.066 ,-71.873 
8.333 ,983.536 ,19.621 ,-26.454 ,2376.804 ,-37.660 ,266.450 ,-68.739 ,87.565 ,-18.069 ,-72.540 
8.375 ,988.465 ,19.737 ,-26.622 ,2388.753 ,-38.008 ,267.312 ,-68.712 ,87.730 ,-18.199 ,-71.940 
8.417 ,993.386 ,19.840 ,-26.728 ,2400.670 ,-38.436 ,269.458 ,-69.851 ,87.763 ,-18.845 ,-72.147 
8.458 ,998.353 ,19.971 ,-26.861 ,2412.565 ,-38.371 ,270.795 ,-69.794 ,88.294 ,-18.668 ,-72.613 
8.500 ,1003.285 ,20.112 ,-26.953 ,2424.517 ,-38.070 ,272.162 ,-70.920 ,89.236 ,-18.696 ,-72.874 
8.542 ,1008.195 ,20.226 ,-27.040 ,2436.499 ,-37.617 ,273.508 ,-71.007 ,89.100 ,-18.427 ,-72.914 
8.583 ,1013.126 ,20.348 ,-27.197 ,2448.470 ,-37.519 ,273.896 ,-71.823 ,89.241 ,-18.481 ,-73.007 
8.625 ,1018.014 ,20.472 ,-27.300 ,2460.387 ,-36.673 ,275.407 ,-72.838 ,89.778 ,-18.226 ,-72.312 
8.667 ,1022.954 ,20.567 ,-27.441 ,2472.347 ,-36.836 ,277.691 ,-72.784 ,89.881 ,-18.351 ,-72.681 
8.708 ,1027.924 ,20.679 ,-27.593 ,2484.256 ,-37.690 ,278.789 ,-72.504 ,90.383 ,-18.516 ,-72.692 
8.750 ,1032.809 ,20.774 ,-27.751 ,2496.175 ,-38.075 ,280.374 ,-72.697 ,90.565 ,-18.777 ,-72.917 
8.792 ,1037.730 ,20.874 ,-27.892 ,2508.160 ,-38.187 ,281.120 ,-72.870 ,91.278 ,-18.495 ,-73.571 
8.833 ,1042.651 ,20.985 ,-27.989 ,2520.060 ,-38.048 ,281.407 ,-73.166 ,91.493 ,-17.269 ,-73.565 
8.875 ,1047.536 ,21.075 ,-28.141 ,2531.996 ,-38.149 ,282.712 ,-73.334 ,92.540 ,-17.787 ,-74.897 
8.917 ,1052.503 ,21.172 ,-28.269 ,2543.953 ,-38.146 ,284.752 ,-73.831 ,93.362 ,-17.860 ,-75.364 
8.958 ,1057.367 ,21.270 ,-28.361 ,2555.843 ,-38.379 ,286.732 ,-74.053 ,94.439 ,-18.085 ,-75.204 
9.000 ,1062.302 ,21.365 ,-28.554 ,2567.684 ,-39.019 ,288.574 ,-74.612 ,94.810 ,-18.139 ,-76.281 
9.042 ,1067.144 ,21.441 ,-28.646 ,2579.614 ,-38.857 ,291.601 ,-74.115 ,94.653 ,-18.332 ,-77.152 
9.083 ,1072.040 ,21.541 ,-28.790 ,2591.596 ,-39.106 ,291.778 ,-75.271 ,94.816 ,-19.146 ,-77.992 
9.125 ,1076.964 ,21.612 ,-28.958 ,2603.499 ,-40.026 ,294.314 ,-75.276 ,94.938 ,-19.010 ,-78.158 
9.167 ,1081.868 ,21.718 ,-29.083 ,2615.424 ,-40.142 ,295.991 ,-76.592 ,95.700 ,-19.574 ,-78.562 
9.208 ,1086.816 ,21.783 ,-29.253 ,2627.346 ,-40.357 ,298.692 ,-76.777 ,95.529 ,-20.003 ,-78.725 
9.250 ,1091.710 ,21.880 ,-29.462 ,2639.266 ,-39.483 ,300.054 ,-77.213 ,95.771 ,-19.903 ,-78.440 
9.292 ,1096.614 ,21.962 ,-29.612 ,2651.215 ,-40.416 ,300.789 ,-78.057 ,96.622 ,-20.969 ,-79.305 
9.333 ,1101.492 ,22.062 ,-29.791 ,2663.203 ,-40.340 ,302.756 ,-78.578 ,96.527 ,-21.107 ,-79.696 
9.375 ,1106.453 ,22.157 ,-29.899 ,2675.057 ,-40.794 ,303.600 ,-78.825 ,96.631 ,-21.273 ,-80.041 
9.417 ,1111.341 ,22.268 ,-30.010 ,2686.990 ,-40.867 ,304.877 ,-78.947 ,97.743 ,-21.563 ,-80.613 
9.458 ,1116.286 ,22.358 ,-30.162 ,2698.918 ,-40.278 ,306.350 ,-79.020 ,97.821 ,-22.211 ,-80.659 
9.500 ,1121.207 ,22.428 ,-30.301 ,2710.832 ,-40.324 ,307.034 ,-79.145 ,98.117 ,-22.236 ,-81.126 
9.542 ,1126.074 ,22.539 ,-30.390 ,2722.786 ,-40.438 ,308.963 ,-78.627 ,97.930 ,-22.876 ,-81.581 
9.583 ,1131.014 ,22.618 ,-30.550 ,2734.684 ,-40.446 ,309.798 ,-78.480 ,98.961 ,-22.520 ,-81.687 
9.625 ,1135.907 ,22.710 ,-30.724 ,2746.650 ,-40.273 ,310.593 ,-78.602 ,99.457 ,-21.905 ,-82.015 
9.667 ,1140.814 ,22.770 ,-30.859 ,2758.596 ,-40.433 ,311.974 ,-79.194 ,99.015 ,-21.845 ,-82.395 
9.708 ,1145.684 ,22.892 ,-30.962 ,2770.559 ,-40.986 ,312.120 ,-78.393 ,99.235 ,-21.932 ,-81.305 
9.750 ,1150.653 ,22.952 ,-31.155 ,2782.414 ,-40.929 ,314.255 ,-78.987 ,99.609 ,-21.620 ,-82.425 
9.792 ,1155.542 ,23.066 ,-31.337 ,2794.358 ,-40.897 ,315.926 ,-79.196 ,100.439 ,-21.932 ,-82.618 
9.833 ,1160.468 ,23.142 ,-31.502 ,2806.288 ,-41.379 ,317.198 ,-79.386 ,102.029 ,-21.145 ,-82.558 
9.875 ,1165.397 ,23.253 ,-31.630 ,2818.294 ,-42.150 ,317.545 ,-81.394 ,102.935 ,-20.586 ,-82.856 
9.917 ,1170.214 ,23.364 ,-31.719 ,2830.176 ,-42.842 ,318.875 ,-81.974 ,103.762 ,-20.996 ,-82.607 
9.958 ,1175.200 ,23.445 ,-31.850 ,2842.122 ,-42.798 ,320.961 ,-82.574 ,104.443 ,-20.697 ,-83.166 
10.000 ,1180.099 ,23.562 ,-32.023 ,2854.055 ,-44.084 ,322.944 ,-83.103 ,104.554 ,-21.283 ,-83.217 
10.042 ,1185.045 ,23.652 ,-32.148 ,2865.988 ,-44.762 ,323.931 ,-84.169 ,104.869 ,-21.793 ,-83.564 
10.083 ,1189.854 ,23.738 ,-32.259 ,2877.911 ,-44.230 ,325.111 ,-84.006 ,105.335 ,-21.780 ,-83.657 
10.125 ,1194.875 ,23.766 ,-32.395 ,2889.762 ,-45.017 ,326.706 ,-84.228 ,105.444 ,-22.512 ,-84.115 
10.167 ,1199.761 ,23.880 ,-32.571 ,2901.782 ,-45.031 ,327.517 ,-84.114 ,105.517 ,-22.333 ,-84.560 
10.208 ,1204.679 ,23.972 ,-32.723 ,2913.721 ,-45.332 ,327.032 ,-84.497 ,105.517 ,-22.729 ,-85.070 
10.250 ,1209.586 ,24.075 ,-32.869 ,2925.673 ,-45.337 ,327.816 ,-84.584 ,106.266 ,-22.580 ,-84.139 
10.292 ,1214.450 ,24.137 ,-33.065 ,2937.530 ,-44.659 ,330.265 ,-85.232 ,106.529 ,-23.022 ,-84.587 
10.333 ,1219.406 ,24.221 ,-33.198 ,2949.533 ,-44.504 ,330.973 ,-85.088 ,107.731 ,-23.730 ,-85.059 
10.375 ,1224.286 ,24.297 ,-33.314 ,2961.480 ,-45.622 ,331.687 ,-85.753 ,107.378 ,-24.718 ,-85.838 
10.417 ,1229.250 ,24.392 ,-33.450 ,2973.399 ,-45.915 ,333.444 ,-86.667 ,107.462 ,-25.084 ,-85.591 
10.458 ,1234.068 ,24.476 ,-33.634 ,2985.297 ,-45.863 ,333.965 ,-87.020 ,107.877 ,-24.870 ,-86.494 
10.500 ,1239.008 ,24.533 ,-33.797 ,2997.233 ,-46.178 ,335.710 ,-88.335 ,108.653 ,-24.748 ,-86.749 
10.542 ,1243.874 ,24.615 ,-33.903 ,3009.155 ,-46.911 ,337.703 ,-88.623 ,108.968 ,-24.398 ,-87.682 
10.583 ,1248.801 ,24.688 ,-34.003 ,3021.061 ,-47.421 ,338.816 ,-88.856 ,110.164 ,-24.072 ,-88.081 
10.625 ,1253.691 ,24.764 ,-34.188 ,3032.973 ,-47.138 ,339.838 ,-89.613 ,110.305 ,-24.300 ,-88.745 
10.667 ,1258.596 ,24.840 ,-34.383 ,3044.919 ,-47.727 ,340.525 ,-89.477 ,110.953 ,-24.530 ,-89.169 
10.708 ,1263.557 ,24.946 ,-34.516 ,3056.833 ,-47.887 ,341.976 ,-90.221 ,112.220 ,-23.898 ,-88.732 
10.750 ,1268.473 ,25.049 ,-34.676 ,3068.804 ,-47.374 ,343.316 ,-89.643 ,112.980 ,-24.501 ,-88.474 
10.792 ,1273.394 ,25.165 ,-34.863 ,3080.808 ,-46.873 ,345.011 ,-89.442 ,113.913 ,-24.582 ,-89.326 
10.833 ,1278.266 ,25.298 ,-34.969 ,3092.733 ,-46.753 ,345.974 ,-89.900 ,114.228 ,-24.452 ,-90.012 
10.875 ,1283.222 ,25.366 ,-35.118 ,3104.709 ,-47.187 ,347.656 ,-90.069 ,114.946 ,-24.498 ,-89.974 
10.917 ,1288.123 ,25.461 ,-35.173 ,3116.694 ,-47.605 ,349.777 ,-90.641 ,115.277 ,-24.525 ,-90.023 
10.958 ,1293.131 ,25.605 ,-35.248 ,3128.649 ,-47.686 ,351.107 ,-90.288 ,115.644 ,-23.614 ,-90.601 
11.000 ,1298.049 ,25.732 ,-35.368 ,3140.679 ,-47.431 ,352.485 ,-91.325 ,116.403 ,-23.920 ,-90.848 
11.042 ,1302.913 ,25.792 ,-35.506 ,3152.577 ,-48.243 ,354.191 ,-91.669 ,117.163 ,-24.414 ,-90.913 
11.083 ,1307.847 ,25.919 ,-35.664 ,3164.515 ,-48.525 ,355.295 ,-91.137 ,117.602 ,-23.996 ,-91.219 
11.125 ,1312.771 ,26.036 ,-35.799 ,3176.449 ,-48.500 ,356.459 ,-91.721 ,118.071 ,-23.567 ,-91.024 
11.167 ,1317.746 ,26.134 ,-35.948 ,3188.485 ,-49.070 ,357.783 ,-91.718 ,118.666 ,-23.755 ,-90.818 
11.208 ,1322.539 ,26.221 ,-36.141 ,3200.353 ,-49.634 ,358.165 ,-92.692 ,118.978 ,-23.367 ,-91.211 
11.250 ,1327.530 ,26.326 ,-36.222 ,3212.283 ,-49.637 ,358.556 ,-93.392 ,119.639 ,-23.654 ,-92.448 
11.292 ,1332.468 ,26.467 ,-36.369 ,3224.227 ,-50.906 ,360.273 ,-94.073 ,120.315 ,-23.850 ,-93.436 
11.333 ,1337.410 ,26.562 ,-36.456 ,3236.220 ,-51.113 ,362.196 ,-94.433 ,120.982 ,-23.741 ,-94.358 
11.375 ,1342.347 ,26.679 ,-36.629 ,3248.158 ,-51.690 ,363.997 ,-95.060 ,121.647 ,-23.454 ,-94.670 
11.417 ,1347.292 ,26.828 ,-36.724 ,3260.221 ,-52.198 ,366.886 ,-95.036 ,122.043 ,-22.949 ,-95.036 
11.458 ,1352.254 ,26.956 ,-36.751 ,3272.192 ,-52.859 ,368.549 ,-95.049 ,122.751 ,-22.949 ,-95.126 
11.500 ,1357.234 ,27.086 ,-36.909 ,3284.158 ,-52.930 ,369.235 ,-95.150 ,123.394 ,-22.851 ,-96.740 
11.542 ,1362.190 ,27.216 ,-36.952 ,3296.153 ,-53.285 ,371.628 ,-95.771 ,123.768 ,-22.857 ,-97.526 
11.583 ,1367.019 ,27.349 ,-37.036 ,3308.152 ,-52.729 ,372.200 ,-96.742 ,124.425 ,-21.915 ,-97.640 
11.625 ,1372.018 ,27.458 ,-37.226 ,3320.120 ,-52.377 ,373.082 ,-97.298 ,124.821 ,-21.772 ,-97.168 
11.667 ,1376.947 ,27.547 ,-37.345 ,3332.069 ,-52.811 ,373.790 ,-96.829 ,124.978 ,-21.747 ,-97.293 
11.708 ,1381.890 ,27.620 ,-37.511 ,3343.970 ,-52.523 ,375.098 ,-96.867 ,125.162 ,-21.796 ,-97.667 
11.750 ,1386.789 ,27.704 ,-37.660 ,3355.927 ,-52.206 ,377.496 ,-97.176 ,125.491 ,-22.095 ,-97.326 
11.792 ,1391.691 ,27.802 ,-37.782 ,3367.887 ,-52.325 ,378.871 ,-97.160 ,125.325 ,-21.956 ,-97.914 
11.833 ,1396.620 ,27.919 ,-37.948 ,3379.877 ,-52.887 ,380.922 ,-97.819 ,126.698 ,-22.339 ,-97.743 
11.875 ,1401.546 ,28.003 ,-38.078 ,3391.859 ,-53.679 ,382.419 ,-98.228 ,127.045 ,-22.607 ,-98.668 
11.917 ,1406.510 ,28.100 ,-38.208 ,3403.792 ,-53.768 ,383.355 ,-99.026 ,128.211 ,-23.001 ,-98.972 
11.958 ,1411.317 ,28.171 ,-38.390 ,3415.731 ,-53.912 ,384.828 ,-99.606 ,128.746 ,-22.531 ,-98.663 
12.000 ,1416.270 ,28.266 ,-38.460 ,3427.650 ,-53.684 ,385.549 ,-99.647 ,129.074 ,-22.510 ,-99.412 
12.042 ,1421.237 ,28.426 ,-38.544 ,3439.673 ,-53.361 ,386.556 ,-100.228 ,129.457 ,-22.363 ,-99.452 
12.083 ,1426.158 ,28.518 ,-38.677 ,3451.701 ,-54.145 ,388.596 ,-99.669 ,130.189 ,-22.415 ,-100.106 
12.125 ,1431.111 ,28.629 ,-38.797 ,3463.683 ,-54.924 ,391.203 ,-100.502 ,131.312 ,-23.166 ,-101.034 
12.167 ,1436.032 ,28.738 ,-38.951 ,3475.561 ,-55.241 ,391.694 ,-100.534 ,131.920 ,-23.068 ,-101.113 
12.208 ,1441.002 ,28.852 ,-39.098 ,3487.549 ,-55.108 ,393.462 ,-101.126 ,132.497 ,-23.150 ,-101.178 
12.250 ,1445.947 ,29.001 ,-39.182 ,3499.582 ,-55.643 ,395.163 ,-102.173 ,133.157 ,-23.380 ,-101.267 
12.292 ,1450.925 ,29.123 ,-39.318 ,3511.532 ,-55.409 ,396.967 ,-102.889 ,133.295 ,-23.728 ,-101.102 
12.333 ,1455.775 ,29.253 ,-39.415 ,3523.492 ,-56.071 ,398.370 ,-103.675 ,133.512 ,-24.191 ,-101.481 
12.375 ,1460.777 ,29.392 ,-39.521 ,3535.495 ,-55.930 ,399.520 ,-103.985 ,134.082 ,-23.543 ,-101.959 
12.417 ,1465.701 ,29.506 ,-39.673 ,3547.510 ,-56.804 ,401.421 ,-103.971 ,134.811 ,-23.133 ,-101.208 
12.458 ,1470.597 ,29.630 ,-39.792 ,3559.483 ,-57.227 ,403.364 ,-105.319 ,135.538 ,-23.950 ,-101.444 
12.500 ,1475.602 ,29.788 ,-39.817 ,3571.501 ,-57.354 ,406.084 ,-105.686 ,135.867 ,-24.487 ,-101.164 
12.542 ,1480.506 ,29.907 ,-39.977 ,3583.504 ,-57.938 ,408.301 ,-105.607 ,136.249 ,-24.460 ,-100.931 
12.583 ,1485.403 ,30.026 ,-40.088 ,3595.492 ,-58.515 ,408.360 ,-105.458 ,136.349 ,-24.859 ,-100.931 
12.625 ,1490.272 ,30.121 ,-40.196 ,3607.482 ,-58.141 ,409.228 ,-105.593 ,137.041 ,-23.871 ,-101.872 
12.667 ,1495.277 ,30.246 ,-40.354 ,3619.485 ,-58.635 ,410.265 ,-106.285 ,137.038 ,-23.977 ,-101.834 
12.708 ,1500.141 ,30.349 ,-40.492 ,3631.451 ,-59.286 ,411.686 ,-106.741 ,138.099 ,-23.950 ,-102.724 
12.750 ,1505.078 ,30.466 ,-40.603 ,3643.460 ,-59.036 ,411.936 ,-107.262 ,138.617 ,-23.969 ,-103.486 
12.792 ,1509.969 ,30.607 ,-40.742 ,3655.433 ,-58.271 ,412.741 ,-109.551 ,139.344 ,-24.484 ,-102.797 
12.833 ,1514.936 ,30.756 ,-40.858 ,3667.383 ,-57.940 ,415.226 ,-109.527 ,140.063 ,-24.248 ,-103.494 
12.875 ,1519.919 ,30.916 ,-40.972 ,3679.400 ,-57.544 ,416.810 ,-110.278 ,140.239 ,-24.153 ,-104.273 
12.917 ,1524.834 ,31.036 ,-41.056 ,3691.447 ,-58.288 ,417.228 ,-111.119 ,141.227 ,-24.007 ,-104.962 
12.958 ,1529.801 ,31.160 ,-41.176 ,3703.478 ,-59.093 ,419.301 ,-110.888 ,141.536 ,-24.107 ,-105.011 
13.000 ,1534.733 ,31.293 ,-41.271 ,3715.384 ,-59.893 ,420.497 ,-111.198 ,142.561 ,-23.909 ,-104.745 
13.042 ,1539.732 ,31.407 ,-41.390 ,3727.414 ,-58.909 ,422.266 ,-111.390 ,143.264 ,-24.216 ,-105.236 
13.083 ,1544.588 ,31.535 ,-41.517 ,3739.404 ,-58.613 ,423.752 ,-112.595 ,143.850 ,-23.863 ,-106.543 
13.125 ,1549.568 ,31.616 ,-41.583 ,3751.435 ,-58.198 ,424.791 ,-112.996 ,144.506 ,-24.620 ,-106.728 
13.167 ,1554.478 ,31.738 ,-41.764 ,3763.346 ,-57.729 ,424.544 ,-113.216 ,144.884 ,-25.021 ,-107.390 
13.208 ,1559.426 ,31.863 ,-41.838 ,3775.328 ,-57.655 ,425.073 ,-113.975 ,146.275 ,-25.778 ,-108.024 
13.250 ,1564.407 ,31.996 ,-41.973 ,3787.299 ,-58.461 ,426.155 ,-114.415 ,146.045 ,-25.895 ,-107.474 
13.292 ,1569.335 ,32.123 ,-42.120 ,3799.384 ,-57.631 ,427.444 ,-114.000 ,146.300 ,-25.846 ,-108.103 
13.333 ,1574.305 ,32.256 ,-42.250 ,3811.366 ,-56.866 ,429.682 ,-114.331 ,146.367 ,-26.025 ,-108.201 
13.375 ,1579.277 ,32.378 ,-42.318 ,3823.296 ,-57.794 ,430.469 ,-115.082 ,147.124 ,-26.437 ,-109.294 
13.417 ,1584.293 ,32.500 ,-42.478 ,3835.311 ,-58.057 ,432.395 ,-115.343 ,147.631 ,-26.796 ,-109.704 
13.458 ,1589.184 ,32.658 ,-42.573 ,3847.347 ,-58.442 ,433.789 ,-116.021 ,147.914 ,-26.934 ,-109.812 
13.500 ,1594.140 ,32.780 ,-42.651 ,3859.370 ,-57.257 ,435.251 ,-115.880 ,148.575 ,-27.143 ,-110.376 
13.542 ,1599.083 ,32.896 ,-42.787 ,3871.297 ,-56.565 ,436.537 ,-116.300 ,149.167 ,-27.539 ,-110.642 
13.583 ,1604.017 ,33.046 ,-42.906 ,3883.341 ,-56.899 ,438.363 ,-116.029 ,149.454 ,-27.921 ,-110.531 
13.625 ,1608.941 ,33.173 ,-42.966 ,3895.350 ,-56.790 ,440.199 ,-116.186 ,149.932 ,-27.829 ,-111.242 
13.667 ,1613.837 ,33.292 ,-43.188 ,3907.387 ,-57.124 ,441.431 ,-116.249 ,150.512 ,-28.779 ,-112.118 
13.708 ,1618.793 ,33.431 ,-43.254 ,3919.306 ,-57.829 ,442.451 ,-116.333 ,150.727 ,-28.651 ,-112.707 
13.750 ,1623.744 ,33.542 ,-43.400 ,3931.293 ,-57.938 ,443.796 ,-116.623 ,151.508 ,-27.547 ,-112.981 
13.792 ,1628.705 ,33.653 ,-43.519 ,3943.292 ,-57.970 ,446.029 ,-117.000 ,152.482 ,-28.323 ,-113.773 
13.833 ,1633.525 ,33.764 ,-43.658 ,3955.249 ,-58.393 ,448.047 ,-116.333 ,152.832 ,-28.193 ,-113.903 
13.875 ,1638.525 ,33.922 ,-43.726 ,3967.239 ,-59.264 ,450.122 ,-116.772 ,153.103 ,-27.533 ,-113.984 
13.917 ,1643.397 ,34.022 ,-43.880 ,3979.191 ,-59.798 ,451.440 ,-116.867 ,153.670 ,-27.677 ,-113.675 
13.958 ,1648.307 ,34.101 ,-44.070 ,3991.233 ,-59.657 ,451.847 ,-118.044 ,154.014 ,-28.583 ,-114.055 
14.000 ,1653.244 ,34.226 ,-44.089 ,4003.217 ,-59.888 ,451.937 ,-118.522 ,154.131 ,-28.911 ,-114.603 
14.042 ,1658.138 ,34.315 ,-44.246 ,4015.194 ,-59.755 ,452.631 ,-119.610 ,154.389 ,-29.411 ,-115.408 
14.083 ,1663.058 ,34.435 ,-44.379 ,4027.132 ,-60.151 ,453.789 ,-119.949 ,155.070 ,-30.102 ,-116.249 
14.125 ,1667.985 ,34.565 ,-44.436 ,4039.141 ,-59.633 ,455.306 ,-120.410 ,155.368 ,-29.725 ,-115.975 
14.167 ,1673.000 ,34.681 ,-44.626 ,4051.175 ,-59.199 ,456.914 ,-120.689 ,156.019 ,-29.042 ,-115.954 
14.208 ,1677.864 ,34.820 ,-44.708 ,4063.211 ,-58.553 ,457.701 ,-120.508 ,156.844 ,-28.879 ,-116.485 
14.250 ,1682.869 ,34.915 ,-44.816 ,4075.176 ,-58.648 ,459.361 ,-120.562 ,157.839 ,-28.800 ,-115.872 
14.292 ,1687.822 ,35.050 ,-44.971 ,4087.215 ,-58.616 ,461.713 ,-120.190 ,158.105 ,-28.263 ,-116.377 
14.333 ,1692.721 ,35.162 ,-45.093 ,4099.178 ,-58.456 ,462.584 ,-120.980 ,158.908 ,-28.418 ,-117.364 
14.375 ,1697.683 ,35.251 ,-45.250 ,4111.195 ,-59.367 ,463.623 ,-121.685 ,159.079 ,-28.312 ,-116.949 
14.417 ,1702.579 ,35.335 ,-45.426 ,4123.161 ,-59.476 ,464.231 ,-122.401 ,159.616 ,-27.976 ,-116.903 
14.458 ,1707.470 ,35.414 ,-45.619 ,4135.059 ,-60.013 ,465.641 ,-121.891 ,160.430 ,-28.111 ,-118.015 
14.500 ,1712.377 ,35.517 ,-45.798 ,4147.168 ,-60.509 ,468.631 ,-122.393 ,161.382 ,-27.783 ,-118.883 
14.542 ,1717.258 ,35.541 ,-46.018 ,4159.066 ,-61.073 ,470.047 ,-122.976 ,162.006 ,-27.002 ,-119.648 
14.583 ,1722.130 ,35.647 ,-46.105 ,4171.075 ,-61.638 ,471.685 ,-122.887 ,162.272 ,-27.116 ,-120.845 
14.625 ,1727.058 ,35.718 ,-46.259 ,4183.040 ,-61.277 ,473.250 ,-122.282 ,162.350 ,-26.858 ,-120.834 
14.667 ,1731.979 ,35.791 ,-46.417 ,4195.025 ,-61.144 ,474.712 ,-122.689 ,162.399 ,-26.671 ,-120.302 
14.708 ,1736.835 ,35.853 ,-46.666 ,4207.023 ,-61.445 ,475.030 ,-124.026 ,163.072 ,-26.885 ,-121.151 
14.750 ,1741.769 ,35.908 ,-46.813 ,4218.981 ,-61.380 ,476.698 ,-123.619 ,163.484 ,-27.037 ,-122.044 
14.792 ,1746.579 ,35.981 ,-47.005 ,4230.881 ,-61.798 ,477.745 ,-123.570 ,164.862 ,-27.718 ,-123.175 
14.833 ,1751.478 ,36.054 ,-47.152 ,4242.855 ,-61.103 ,477.881 ,-124.121 ,165.345 ,-27.669 ,-123.291 
14.875 ,1756.336 ,36.125 ,-47.404 ,4254.842 ,-61.573 ,478.754 ,-125.225 ,166.064 ,-28.035 ,-123.072 
14.917 ,1761.265 ,36.192 ,-47.556 ,4266.781 ,-61.955 ,479.541 ,-125.380 ,166.913 ,-26.831 ,-124.130 
14.958 ,1766.129 ,36.282 ,-47.719 ,4278.700 ,-62.026 ,480.531 ,-125.857 ,166.872 ,-26.928 ,-124.604 
15.000 ,1771.036 ,36.339 ,-47.949 ,4290.625 ,-63.119 ,481.673 ,-125.507 ,167.250 ,-27.409 ,-125.752 
15.042 ,1775.973 ,36.423 ,-48.033 ,4302.705 ,-62.942 ,482.688 ,-125.751 ,168.378 ,-27.818 ,-125.670 
15.083 ,1780.900 ,36.518 ,-48.174 ,4314.640 ,-63.509 ,485.096 ,-125.648 ,168.641 ,-27.938 ,-127.005 
15.125 ,1785.799 ,36.605 ,-48.231 ,4326.652 ,-63.916 ,487.364 ,-125.681 ,169.686 ,-28.391 ,-127.133 
15.167 ,1790.711 ,36.716 ,-48.492 ,4338.631 ,-64.828 ,488.032 ,-126.459 ,170.212 ,-28.125 ,-127.271 
15.208 ,1795.684 ,36.816 ,-48.652 ,4350.665 ,-64.974 ,489.909 ,-126.196 ,170.139 ,-28.675 ,-127.379 
15.250 ,1800.556 ,36.930 ,-48.812 ,4362.646 ,-64.942 ,490.709 ,-125.580 ,170.933 ,-28.985 ,-127.900 
15.292 ,1805.460 ,37.020 ,-48.977 ,4374.653 ,-64.719 ,491.840 ,-126.446 ,171.419 ,-29.015 ,-127.656 
15.333 ,1810.384 ,37.136 ,-49.186 ,4386.629 ,-65.221 ,492.502 ,-126.985 ,172.235 ,-29.215 ,-127.279 
15.375 ,1815.345 ,37.256 ,-49.303 ,4398.625 ,-65.587 ,494.379 ,-127.428 ,173.272 ,-29.413 ,-127.998 
15.417 ,1820.255 ,37.389 ,-49.398 ,4410.658 ,-65.761 ,495.280 ,-128.713 ,174.104 ,-29.647 ,-127.778 
15.458 ,1825.244 ,37.522 ,-49.569 ,4422.632 ,-66.512 ,495.822 ,-128.163 ,175.618 ,-29.912 ,-127.843 
15.500 ,1830.151 ,37.657 ,-49.620 ,4434.616 ,-66.564 ,497.165 ,-128.746 ,176.153 ,-29.147 ,-128.679 
15.542 ,1835.080 ,37.785 ,-49.745 ,4446.639 ,-66.382 ,498.757 ,-130.276 ,176.823 ,-29.213 ,-128.912 
15.583 ,1840.063 ,37.907 ,-49.900 ,4458.697 ,-66.637 ,499.737 ,-131.269 ,177.748 ,-29.465 ,-129.935 
15.625 ,1844.946 ,38.040 ,-50.000 ,4470.662 ,-66.133 ,501.576 ,-131.399 ,178.157 ,-28.844 ,-129.883 
15.667 ,1849.932 ,38.162 ,-50.092 ,4482.699 ,-66.596 ,504.077 ,-132.036 ,178.353 ,-29.050 ,-130.168 
15.708 ,1854.920 ,38.287 ,-50.209 ,4494.751 ,-66.594 ,506.554 ,-132.449 ,178.876 ,-29.362 ,-131.367 
15.750 ,1859.879 ,38.419 ,-50.331 ,4506.790 ,-66.895 ,508.146 ,-132.780 ,179.793 ,-29.373 ,-131.435 
15.792 ,1864.830 ,38.550 ,-50.426 ,4518.842 ,-67.039 ,509.120 ,-133.065 ,180.314 ,-28.290 ,-132.018 
15.833 ,1869.794 ,38.685 ,-50.534 ,4530.870 ,-65.802 ,510.294 ,-133.276 ,181.011 ,-28.290 ,-132.368 
15.875 ,1874.769 ,38.832 ,-50.659 ,4542.909 ,-65.286 ,511.420 ,-133.615 ,182.118 ,-28.418 ,-132.585 
15.917 ,1879.676 ,38.946 ,-50.727 ,4554.959 ,-65.251 ,512.280 ,-134.421 ,182.831 ,-28.597 ,-132.826 
15.958 ,1884.659 ,39.087 ,-50.865 ,4566.938 ,-65.178 ,513.219 ,-135.745 ,184.033 ,-28.100 ,-133.407 
16.000 ,1889.537 ,39.228 ,-50.968 ,4578.895 ,-65.769 ,514.781 ,-136.114 ,183.922 ,-28.149 ,-133.458 
16.042 ,1894.536 ,39.317 ,-51.096 ,4590.934 ,-65.964 ,516.173 ,-135.425 ,184.776 ,-28.366 ,-134.223 
16.083 ,1899.479 ,39.415 ,-51.215 ,4602.935 ,-66.333 ,518.365 ,-135.373 ,185.216 ,-28.388 ,-134.655 
16.125 ,1904.402 ,39.518 ,-51.305 ,4614.939 ,-66.664 ,519.032 ,-135.037 ,185.926 ,-28.689 ,-134.980 
16.167 ,1909.326 ,39.643 ,-51.470 ,4626.937 ,-67.511 ,521.422 ,-134.776 ,186.461 ,-28.434 ,-135.124 
16.208 ,1914.301 ,39.727 ,-51.527 ,4638.954 ,-67.831 ,521.891 ,-135.335 ,186.648 ,-28.165 ,-134.918 
